"j_nr";"participant_group_id";"participant_gender_group";"participant_age_under18";"participant_age_18_24";"participant_age_25_29";"participant_age_30_39";"participant_age_40_49";"participant_age_50_59";"participant_age_60_over"
"A-2024-0016";"A-2024-0016-PG2";"Kvinder";0;0;0;1;2;0;0
"A-2024-0017";"A-2024-0017-PG1";"Mænd";0;0;0;0;0;0;0
"A-2024-0018";"A-2024-0018-PG1";"Non-binær";0;0;1;0;0;0;0
"A-2024-0018";"A-2024-0018-PG2";"Mænd";0;0;0;0;0;2;0
"A-2024-0018";"A-2024-0018-PG3";"Kvinder";0;0;0;1;0;1;0
"A-2024-0019";"A-2024-0019-PG1";"Mænd";0;0;0;21;0;0;0
"A-2024-0019";"A-2024-0019-PG2";"Kvinder";0;0;0;4;0;0;0
"A-2024-0020";"A-2024-0020-PG1";"Kvinder";0;0;0;0;2;1;0
"A-2024-0021";"A-2024-0021-PG1";"Kvinder";0;0;0;0;2;1;0
"A-2024-0022";"A-2024-0022-PG1";"Mænd";0;0;0;2;4;8;3
"A-2024-0022";"A-2024-0022-PG2";"Kvinder";0;0;0;6;3;1;2
"A-2024-0023";"A-2024-0023-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0024";"A-2024-0024-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0025";"A-2024-0025-PG1";"Mænd";0;0;0;0;1;0;0
"A-2024-0026";"A-2024-0026-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0027";"A-2024-0027-PG1";"Non-binær";0;0;0;1;0;0;0
"A-2024-0027";"A-2024-0027-PG2";"Kvinder";0;0;1;0;0;0;0
"A-2024-0027";"A-2024-0027-PG3";"Mænd";0;0;3;0;0;0;0
"A-2024-0028";"A-2024-0028-PG1";"Mænd";0;0;0;3;0;0;0
"A-2024-0028";"A-2024-0028-PG2";"Kvinder";0;0;1;5;0;0;0
"A-2024-0029";"A-2024-0029-PG1";"Mænd";0;0;0;0;0;0;1
"A-2024-0030";"A-2024-0030-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0031";"A-2024-0031-PG1";"Mænd";0;0;0;0;0;1;1
"A-2024-0032";"A-2024-0032-PG1";"Mænd";0;0;0;0;4;1;0
"A-2024-0032";"A-2024-0032-PG2";"Kvinder";0;0;0;1;3;0;0
"A-2024-0033";"A-2024-0033-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0034";"A-2024-0034-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0034";"A-2024-0034-PG2";"Mænd";0;0;1;0;0;0;0
"A-2024-0034";"A-2024-0034-PG3";"Kvinder";0;0;0;1;0;0;0
"A-2024-0035";"A-2024-0035-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0036";"A-2024-0036-PG1";"Non-binær";0;0;2;2;2;0;0
"A-2024-0036";"A-2024-0036-PG2";"Kvinder";0;0;4;6;1;0;0
"A-2024-0036";"A-2024-0036-PG3";"Mænd";0;0;3;0;6;3;0
"A-2024-0037";"A-2024-0037-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0037";"A-2024-0037-PG2";"Mænd";0;0;1;0;0;0;0
"A-2024-0037";"A-2024-0037-PG3";"Kvinder";0;0;0;2;0;0;0
"A-2024-0038";"A-2024-0038-PG1";"Kvinder";0;0;0;0;1;0;0
"A-2024-0039";"A-2024-0039-PG1";"Mænd";0;0;0;0;1;0;1
"A-2024-0039";"A-2024-0039-PG2";"Kvinder";0;0;0;0;1;0;0
"A-2024-0040";"A-2024-0040-PG1";"Non-binær";0;0;1;0;0;0;0
"A-2024-0041";"A-2024-0041-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0042";"A-2024-0042-PG1";"Mænd";0;0;0;3;3;0;0
"A-2024-0042";"A-2024-0042-PG2";"Kvinder";0;0;1;10;4;1;0
"A-2024-0043";"A-2024-0043-PG1";"Ønsker ikke at besvare";0;0;0;1;0;0;0
"A-2024-0044";"A-2024-0044-PG1";"Kvinder";0;0;0;1;1;0;0
"A-2024-0045";"A-2024-0045-PG1";"Kvinder";0;0;0;4;2;0;0
"A-2024-0046";"A-2024-0046-PG1";"Mænd";0;2;0;1;0;0;0
"A-2024-0046";"A-2024-0046-PG2";"Kvinder";0;0;5;0;0;0;0
"A-2024-0047";"A-2024-0047-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0047";"A-2024-0047-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0048";"A-2024-0048-PG1";"Kvinder";0;0;5;0;0;0;0
"A-2024-0048";"A-2024-0048-PG2";"Mænd";0;1;1;1;0;0;0
"A-2024-0049";"A-2024-0049-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0050";"A-2024-0050-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0050";"A-2024-0050-PG2";"Mænd";0;0;0;0;2;0;0
"A-2024-0050";"A-2024-0050-PG3";"Kvinder";0;0;0;0;1;0;0
"A-2024-0051";"A-2024-0051-PG1";"Non-binær";0;0;0;1;0;0;0
"A-2024-0051";"A-2024-0051-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0051";"A-2024-0051-PG3";"Mænd";0;0;0;0;1;0;0
"A-2024-0052";"A-2024-0052-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0053";"A-2024-0053-PG1";"Kvinder";20;0;0;0;4;2;1
"A-2024-0054";"A-2024-0054-PG1";"Mænd";4;5;6;4;2;1;0
"A-2024-0054";"A-2024-0054-PG2";"Kvinder";5;7;10;1;2;1;2
"A-2024-0055";"A-2024-0055-PG1";"Mænd";4;5;6;4;2;1;0
"A-2024-0055";"A-2024-0055-PG2";"Kvinder";5;7;10;1;2;1;2
"A-2024-0056";"A-2024-0056-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"A-2024-0057";"A-2024-0057-PG1";"Kvinder";0;0;0;3;0;0;0
"A-2024-0058";"A-2024-0058-PG1";"Mænd";4;5;6;1;2;1;0
"A-2024-0058";"A-2024-0058-PG2";"Kvinder";5;7;10;1;2;1;2
"A-2024-0059";"A-2024-0059-PG1";"Mænd";4;5;6;1;2;1;0
"A-2024-0059";"A-2024-0059-PG2";"Kvinder";5;7;10;1;2;1;2
"A-2024-0060";"A-2024-0060-PG1";"Mænd";4;5;6;1;2;1;0
"A-2024-0060";"A-2024-0060-PG2";"Kvinder";5;7;10;1;2;1;2
"A-2024-0061";"A-2024-0061-PG1";"Mænd";4;5;6;4;2;1;0
"A-2024-0061";"A-2024-0061-PG2";"Kvinder";5;7;10;1;2;1;2
"A-2024-0062";"A-2024-0062-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0062";"A-2024-0062-PG2";"Kvinder";0;0;1;2;0;0;0
"A-2024-0063";"A-2024-0063-PG1";"Mænd";4;5;6;1;2;1;0
"A-2024-0063";"A-2024-0063-PG2";"Kvinder";5;7;10;1;2;1;2
"A-2024-0064";"A-2024-0064-PG1";"Mænd";4;5;6;4;2;1;0
"A-2024-0064";"A-2024-0064-PG2";"Kvinder";5;7;10;1;2;1;2
"A-2024-0065";"A-2024-0065-PG1";"Mænd";0;0;0;3;0;0;0
"A-2024-0065";"A-2024-0065-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0066";"A-2024-0066-PG1";"Kvinder";0;0;0;3;0;0;0
"A-2024-0067";"A-2024-0067-PG1";"Ønsker ikke at besvare";0;0;0;1;0;0;0
"A-2024-0068";"A-2024-0068-PG1";"Mænd";0;0;3;2;5;0;0
"A-2024-0068";"A-2024-0068-PG2";"Kvinder";0;0;1;2;3;0;0
"A-2024-0069";"A-2024-0069-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0070";"A-2024-0070-PG1";"Kvinder";0;0;0;3;0;0;0
"A-2024-0071";"A-2024-0071-PG1";"Non-binær";0;0;0;1;0;0;0
"A-2024-0071";"A-2024-0071-PG2";"Kvinder";0;0;1;0;0;0;0
"A-2024-0072";"A-2024-0072-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0072";"A-2024-0072-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0073";"A-2024-0073-PG1";"Kvinder";0;0;0;3;0;0;0
"A-2024-0074";"A-2024-0074-PG1";"Non-binær";0;0;2;0;0;0;0
"A-2024-0075";"A-2024-0075-PG1";"Ønsker ikke at besvare";0;0;0;1;0;0;0
"A-2024-0075";"A-2024-0075-PG2";"Mænd";0;0;0;1;0;0;0
"A-2024-0076";"A-2024-0076-PG1";"Kvinder";42;0;0;0;3;1;1
"A-2024-0077";"A-2024-0077-PG1";"Mænd";0;0;0;0;2;0;0
"A-2024-0078";"A-2024-0078-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0079";"A-2024-0079-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0080";"A-2024-0080-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0080";"A-2024-0080-PG2";"Mænd";0;0;1;1;0;0;0
"A-2024-0081";"A-2024-0081-PG1";"Kvinder";0;0;1;0;0;0;0
"A-2024-0081";"A-2024-0081-PG2";"Mænd";0;0;0;1;0;0;0
"A-2024-0082";"A-2024-0082-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0082";"A-2024-0082-PG2";"Kvinder";0;0;0;0;2;0;0
"A-2024-0083";"A-2024-0083-PG1";"Kvinder";0;1;1;0;0;0;0
"A-2024-0083";"A-2024-0083-PG2";"Mænd";0;0;2;0;0;0;0
"A-2024-0084";"A-2024-0084-PG1";"Mænd";0;2;2;0;0;0;0
"A-2024-0085";"A-2024-0085-PG1";"Kvinder";0;0;0;2;0;0;0
"A-2024-0085";"A-2024-0085-PG2";"Mænd";0;0;0;0;6;0;0
"A-2024-0086";"A-2024-0086-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0087";"A-2024-0087-PG1";"Mænd";0;0;0;2;0;0;0
"A-2024-0087";"A-2024-0087-PG2";"Kvinder";0;0;0;2;0;0;0
"A-2024-0088";"A-2024-0088-PG1";"Mænd";0;0;2;0;0;0;0
"A-2024-0089";"A-2024-0089-PG1";"Mænd";0;0;3;1;1;0;0
"A-2024-0089";"A-2024-0089-PG2";"Kvinder";0;2;0;3;1;0;0
"A-2024-0090";"A-2024-0090-PG1";"Mænd";0;0;0;0;0;0;0
"A-2024-0092";"A-2024-0092-PG1";"Mænd";0;0;0;0;1;0;0
"A-2024-0092";"A-2024-0092-PG2";"Kvinder";0;0;0;0;0;1;0
"A-2024-0093";"A-2024-0093-PG1";"Kvinder";0;0;0;0;1;0;0
"A-2024-0094";"A-2024-0094-PG1";"Ønsker ikke at besvare";0;0;0;1;0;0;0
"A-2024-0095";"A-2024-0095-PG1";"Non-binær";0;0;6;0;0;0;0
"A-2024-0095";"A-2024-0095-PG2";"Mænd";0;0;5;8;0;0;0
"A-2024-0095";"A-2024-0095-PG3";"Kvinder";0;0;3;3;0;0;0
"A-2024-0096";"A-2024-0096-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0096";"A-2024-0096-PG2";"Kvinder";0;0;1;2;1;0;0
"A-2024-0097";"A-2024-0097-PG1";"Kvinder";0;0;0;2;0;0;0
"A-2024-0098";"A-2024-0098-PG1";"Mænd";0;0;0;0;0;3;2
"A-2024-0098";"A-2024-0098-PG2";"Kvinder";0;0;0;1;1;0;0
"A-2024-0099";"A-2024-0099-PG1";"Ønsker ikke at besvare";0;0;1;0;0;0;0
"A-2024-0100";"A-2024-0100-PG1";"Mænd";0;0;2;2;1;0;0
"A-2024-0101";"A-2024-0101-PG1";"Mænd";0;1;0;0;0;0;0
"A-2024-0101";"A-2024-0101-PG2";"Kvinder";0;0;1;0;0;0;0
"A-2024-0101";"A-2024-0101-PG3";"Kvinder";0;0;0;1;0;0;0
"A-2024-0102";"A-2024-0102-PG1";"Kvinder";0;0;0;0;1;0;0
"A-2024-0103";"A-2024-0103-PG1";"Kvinder";0;1;1;0;0;0;0
"A-2024-0104";"A-2024-0104-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0105";"A-2024-0105-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0106";"A-2024-0106-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0107";"A-2024-0107-PG1";"Mænd";0;0;0;2;1;0;0
"A-2024-0107";"A-2024-0107-PG2";"Kvinder";0;0;0;1;0;1;0
"A-2024-0108";"A-2024-0108-PG1";"Mænd";0;0;0;2;1;1;0
"A-2024-0108";"A-2024-0108-PG2";"Kvinder";0;0;0;3;2;1;0
"A-2024-0109";"A-2024-0109-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0110";"A-2024-0110-PG1";"Kvinder";0;0;2;0;0;0;0
"A-2024-0111";"A-2024-0111-PG1";"Mænd";0;2;3;0;0;0;0
"A-2024-0112";"A-2024-0112-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0112";"A-2024-0112-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0113";"A-2024-0113-PG1";"Mænd";0;0;0;0;3;0;2
"A-2024-0114";"A-2024-0114-PG1";"Mænd";0;0;1;8;7;4;3
"A-2024-0114";"A-2024-0114-PG2";"Kvinder";0;0;1;5;5;2;0
"A-2024-0115";"A-2024-0115-PG1";"Mænd";0;0;0;1;1;0;0
"A-2024-0116";"A-2024-0116-PG1";"Mænd";0;0;0;2;0;0;0
"A-2024-0116";"A-2024-0116-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0117";"A-2024-0117-PG1";"Mænd";0;0;0;3;1;0;0
"A-2024-0117";"A-2024-0117-PG2";"Kvinder";0;0;0;4;0;0;0
"A-2024-0118";"A-2024-0118-PG1";"Mænd";0;0;0;2;0;0;0
"A-2024-0119";"A-2024-0119-PG1";"Kvinder";0;0;0;2;0;0;0
"A-2024-0119";"A-2024-0119-PG2";"Mænd";0;0;0;2;1;0;0
"A-2024-0120";"A-2024-0120-PG1";"Kvinder";0;1;0;0;0;0;0
"A-2024-0121";"A-2024-0121-PG1";"Kvinder";0;0;0;4;0;0;0
"A-2024-0122";"A-2024-0122-PG1";"Kvinder";0;0;4;0;0;0;0
"A-2024-0123";"A-2024-0123-PG1";"Mænd";0;0;0;3;0;0;0
"A-2024-0123";"A-2024-0123-PG2";"Kvinder";0;0;0;4;0;0;0
"A-2024-0124";"A-2024-0124-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0125";"A-2024-0125-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0125";"A-2024-0125-PG2";"Kvinder";0;0;1;0;0;0;0
"A-2024-0126";"A-2024-0126-PG1";"Mænd";0;0;0;0;1;1;0
"A-2024-0127";"A-2024-0127-PG1";"Kvinder";1;0;0;0;0;0;0
"A-2024-0128";"A-2024-0128-PG1";"Mænd";0;0;0;0;1;0;0
"A-2024-0128";"A-2024-0128-PG2";"Mænd";0;0;0;1;0;0;0
"A-2024-0128";"A-2024-0128-PG3";"Kvinder";0;0;0;0;1;0;0
"A-2024-0129";"A-2024-0129-PG1";"Kvinder";0;0;0;3;0;0;0
"A-2024-0130";"A-2024-0130-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0131";"A-2024-0131-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0131";"A-2024-0131-PG2";"Kvinder";0;0;3;0;0;0;0
"A-2024-0131";"A-2024-0131-PG3";"Kvinder";0;1;0;0;0;0;0
"A-2024-0132";"A-2024-0132-PG1";"Kvinder";0;1;0;0;0;0;0
"A-2024-0132";"A-2024-0132-PG2";"Mænd";0;0;0;1;0;0;0
"A-2024-0133";"A-2024-0133-PG1";"Kvinder";0;1;0;0;0;0;0
"A-2024-0133";"A-2024-0133-PG2";"Mænd";0;0;0;1;0;0;0
"A-2024-0134";"A-2024-0134-PG1";"Kvinder";0;0;0;2;0;0;0
"A-2024-0135";"A-2024-0135-PG1";"Mænd";0;0;0;2;0;0;0
"A-2024-0136";"A-2024-0136-PG1";"Kvinder";0;0;0;0;0;0;0
"A-2024-0136";"A-2024-0136-PG2";"Non-binær";0;0;0;1;0;0;0
"A-2024-0137";"A-2024-0137-PG1";"Mænd";0;0;0;0;1;0;0
"A-2024-0138";"A-2024-0138-PG1";"Kvinder";0;0;1;0;0;0;0
"A-2024-0139";"A-2024-0139-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0140";"A-2024-0140-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0141";"A-2024-0141-PG1";"Mænd";0;0;0;3;2;1;0
"A-2024-0142";"A-2024-0142-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0143";"A-2024-0143-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0143";"A-2024-0143-PG2";"Mænd";0;0;0;0;0;1;0
"A-2024-0145";"A-2024-0145-PG1";"Mænd";0;0;1;2;0;0;0
"A-2024-0145";"A-2024-0145-PG2";"Kvinder";0;0;0;1;1;1;0
"A-2024-0146";"A-2024-0146-PG1";"Non-binær";0;1;0;0;0;0;0
"A-2024-0146";"A-2024-0146-PG2";"Mænd";0;1;0;0;0;0;0
"A-2024-0147";"A-2024-0147-PG1";"Mænd";0;0;0;0;0;2;1
"A-2024-0147";"A-2024-0147-PG2";"Kvinder";0;0;0;0;0;1;0
"A-2024-0148";"A-2024-0148-PG1";"Mænd";0;0;0;0;1;0;0
"A-2024-0150";"A-2024-0150-PG1";"Kvinder";0;0;1;1;0;0;0
"A-2024-0150";"A-2024-0150-PG2";"Mænd";0;0;0;3;0;0;0
"A-2024-0151";"A-2024-0151-PG1";"Kvinder";0;0;0;0;0;0;0
"A-2024-0152";"A-2024-0152-PG1";"Mænd";0;0;0;1;1;0;0
"A-2024-0153";"A-2024-0153-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0153";"A-2024-0153-PG2";"Mænd";0;0;0;1;0;0;0
"A-2024-0154";"A-2024-0154-PG1";"Kvinder";0;0;0;3;0;0;0
"A-2024-0155";"A-2024-0155-PG1";"Mænd";0;0;0;2;0;0;0
"A-2024-0155";"A-2024-0155-PG2";"Kvinder";0;0;0;3;0;0;0
"A-2024-0156";"A-2024-0156-PG1";"Ønsker ikke at besvare";0;0;0;0;1;0;0
"A-2024-0157";"A-2024-0157-PG1";"Kvinder";0;0;4;0;0;0;0
"A-2024-0158";"A-2024-0158-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0159";"A-2024-0159-PG1";"Kvinder";0;0;0;0;1;0;0
"A-2024-0159";"A-2024-0159-PG2";"Mænd";0;0;0;1;0;0;0
"A-2024-0160";"A-2024-0160-PG1";"Non-binær";0;0;1;0;0;0;0
"A-2024-0160";"A-2024-0160-PG2";"Mænd";0;0;2;0;0;0;0
"A-2024-0160";"A-2024-0160-PG3";"Kvinder";0;0;1;0;0;0;0
"A-2024-0161";"A-2024-0161-PG1";"Kvinder";0;1;0;0;0;0;0
"A-2024-0162";"A-2024-0162-PG1";"Non-binær";0;0;0;1;0;0;0
"A-2024-0162";"A-2024-0162-PG2";"Mænd";0;0;1;1;0;0;0
"A-2024-0162";"A-2024-0162-PG3";"Kvinder";0;0;1;0;0;0;0
"A-2024-0163";"A-2024-0163-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"A-2024-0164";"A-2024-0164-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0165";"A-2024-0165-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0166";"A-2024-0166-PG1";"Kvinder";0;0;0;0;4;0;0
"A-2024-0167";"A-2024-0167-PG1";"Mænd";0;1;1;0;0;0;0
"A-2024-0167";"A-2024-0167-PG2";"Kvinder";0;0;2;0;0;0;0
"A-2024-0168";"A-2024-0168-PG1";"Kvinder";0;0;0;1;1;0;0
"A-2024-0169";"A-2024-0169-PG1";"Mænd";0;0;0;2;0;0;0
"A-2024-0170";"A-2024-0170-PG1";"Mænd";0;0;2;1;3;0;0
"A-2024-0171";"A-2024-0171-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0172";"A-2024-0172-PG1";"Non-binær";0;0;1;0;0;0;0
"A-2024-0173";"A-2024-0173-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0175";"A-2024-0175-PG1";"Mænd";0;0;1;2;0;0;0
"A-2024-0175";"A-2024-0175-PG2";"Kvinder";0;0;0;2;0;0;0
"A-2024-0176";"A-2024-0176-PG1";"Kvinder";0;0;1;0;0;0;0
"A-2024-0176";"A-2024-0176-PG2";"Mænd";0;0;1;2;0;0;0
"A-2024-0177";"A-2024-0177-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0178";"A-2024-0178-PG1";"Kvinder";0;0;0;0;0;1;0
"A-2024-0179";"A-2024-0179-PG1";"Non-binær";0;0;0;2;1;0;0
"A-2024-0179";"A-2024-0179-PG2";"Mænd";0;0;5;4;0;0;0
"A-2024-0179";"A-2024-0179-PG3";"Kvinder";0;0;6;6;0;0;0
"A-2024-0180";"A-2024-0180-PG1";"Mænd";0;0;0;0;0;1;0
"A-2024-0180";"A-2024-0180-PG2";"Kvinder";0;0;0;1;1;0;0
"A-2024-0181";"A-2024-0181-PG1";"Kvinder";0;0;0;2;0;0;0
"A-2024-0182";"A-2024-0182-PG1";"Mænd";0;0;0;0;0;2;2
"A-2024-0182";"A-2024-0182-PG2";"Kvinder";0;0;0;0;1;0;0
"A-2024-0183";"A-2024-0183-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0183";"A-2024-0183-PG2";"Kvinder";0;0;0;2;0;0;0
"A-2024-0184";"A-2024-0184-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0185";"A-2024-0185-PG1";"Mænd";1;0;0;1;0;0;2
"A-2024-0185";"A-2024-0185-PG2";"Kvinder";1;0;0;1;0;2;2
"A-2024-0186";"A-2024-0186-PG1";"Mænd";0;1;1;0;0;0;0
"A-2024-0186";"A-2024-0186-PG2";"Kvinder";0;0;2;0;0;0;0
"A-2024-0187";"A-2024-0187-PG1";"Kvinder";0;0;0;1;1;0;0
"A-2024-0188";"A-2024-0188-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0189";"A-2024-0189-PG1";"Kvinder";0;0;0;2;0;0;0
"A-2024-0190";"A-2024-0190-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0190";"A-2024-0190-PG2";"Kvinder";0;0;1;0;0;0;0
"A-2024-0191";"A-2024-0191-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0192";"A-2024-0192-PG1";"Kvinder";0;0;2;1;1;0;0
"A-2024-0193";"A-2024-0193-PG1";"Mænd";0;0;0;0;0;2;2
"A-2024-0193";"A-2024-0193-PG2";"Kvinder";0;0;0;0;1;1;0
"A-2024-0194";"A-2024-0194-PG1";"Mænd";0;0;0;0;0;0;1
"A-2024-0195";"A-2024-0195-PG1";"Mænd";0;0;0;0;1;0;1
"A-2024-0195";"A-2024-0195-PG2";"Kvinder";0;0;0;1;1;0;0
"A-2024-0197";"A-2024-0197-PG1";"Mænd";0;0;0;2;1;0;0
"A-2024-0198";"A-2024-0198-PG1";"Mænd";0;0;0;2;4;1;0
"A-2024-0198";"A-2024-0198-PG2";"Kvinder";0;0;0;2;6;0;0
"A-2024-0199";"A-2024-0199-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"A-2024-0200";"A-2024-0200-PG1";"Mænd";0;0;0;0;1;0;0
"A-2024-0200";"A-2024-0200-PG2";"Kvinder";0;0;0;3;0;0;0
"A-2024-0201";"A-2024-0201-PG1";"Mænd";0;0;0;0;1;0;0
"A-2024-0201";"A-2024-0201-PG2";"Kvinder";0;0;0;1;1;0;0
"A-2024-0202";"A-2024-0202-PG1";"Mænd";0;1;1;0;0;0;0
"A-2024-0202";"A-2024-0202-PG2";"Kvinder";0;1;1;0;0;0;0
"A-2024-0203";"A-2024-0203-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0203";"A-2024-0203-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0204";"A-2024-0204-PG1";"Mænd";0;0;0;2;1;0;0
"A-2024-0204";"A-2024-0204-PG2";"Kvinder";0;0;0;0;2;0;0
"A-2024-0205";"A-2024-0205-PG1";"Mænd";0;0;0;0;1;0;0
"A-2024-0205";"A-2024-0205-PG2";"Kvinder";0;0;0;2;0;0;0
"A-2024-0206";"A-2024-0206-PG1";"Kvinder";0;0;1;0;0;0;0
"A-2024-0207";"A-2024-0207-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0208";"A-2024-0208-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0209";"A-2024-0209-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0209";"A-2024-0209-PG2";"Kvinder";0;0;2;1;0;0;0
"A-2024-0210";"A-2024-0210-PG1";"Mænd";0;1;1;1;0;0;0
"A-2024-0210";"A-2024-0210-PG2";"Kvinder";0;0;2;1;0;0;0
"A-2024-0211";"A-2024-0211-PG1";"Kvinder";0;0;0;1;0;0;0
"A-2024-0212";"A-2024-0212-PG1";"Mænd";0;0;0;2;0;0;0
"A-2024-0212";"A-2024-0212-PG2";"Kvinder";0;0;0;0;1;0;0
"A-2024-0213";"A-2024-0213-PG1";"Non-binær";0;0;0;0;1;0;0
"A-2024-0214";"A-2024-0214-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0214";"A-2024-0214-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0215";"A-2024-0215-PG1";"Non-binær";0;0;0;1;0;0;0
"A-2024-0215";"A-2024-0215-PG2";"Mænd";1;0;0;0;0;0;0
"A-2024-0215";"A-2024-0215-PG3";"Kvinder";5;0;1;0;0;0;0
"A-2024-0216";"A-2024-0216-PG1";"Mænd";0;0;0;0;3;1;0
"A-2024-0216";"A-2024-0216-PG2";"Kvinder";0;0;0;1;0;0;0
"A-2024-0217";"A-2024-0217-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0218";"A-2024-0218-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0219";"A-2024-0219-PG1";"Mænd";0;0;0;0;1;0;0
"A-2024-0220";"A-2024-0220-PG1";"Kvinder";0;0;1;0;0;0;0
"A-2024-0221";"A-2024-0221-PG1";"Kvinder";0;0;1;0;0;0;0
"A-2024-0222";"A-2024-0222-PG1";"Kvinder";0;0;0;2;0;0;0
"A-2024-0223";"A-2024-0223-PG1";"Kvinder";0;0;0;2;0;0;0
"A-2024-0224";"A-2024-0224-PG1";"Kvinder";0;0;0;1;0;1;0
"A-2024-0226";"A-2024-0226-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0227";"A-2024-0227-PG1";"Kvinder";0;0;0;0;0;1;0
"A-2024-0228";"A-2024-0228-PG1";"Mænd";0;0;1;0;0;0;0
"A-2024-0230";"A-2024-0230-PG1";"Mænd";0;0;4;0;0;0;0
"A-2024-0230";"A-2024-0230-PG2";"Kvinder";0;0;4;0;0;0;0
"A-2024-0231";"A-2024-0231-PG1";"Kvinder";0;0;0;0;1;0;0
"A-2024-0232";"A-2024-0232-PG1";"Kvinder";0;0;0;0;1;0;0
"A-2024-0233";"A-2024-0233-PG1";"Mænd";0;0;0;2;2;2;0
"A-2024-0233";"A-2024-0233-PG2";"Kvinder";0;0;0;2;0;1;1
"A-2024-0234";"A-2024-0234-PG1";"Mænd";0;0;0;8;2;0;0
"A-2024-0234";"A-2024-0234-PG2";"Kvinder";0;0;0;13;10;0;0
"A-2024-0235";"A-2024-0235-PG1";"Mænd";0;0;0;1;0;0;0
"A-2024-0236";"A-2024-0236-PG1";"Mænd";0;0;0;0;0;1;1
"A-2024-0237";"A-2024-0237-PG1";"Mænd";0;0;0;2;1;0;0
"A-2024-0237";"A-2024-0237-PG2";"Kvinder";0;0;1;4;0;0;0
