"j_nr";"participant_group_id";"participant_gender_group";"participant_age_under18";"participant_age_18_24";"participant_age_25_29";"participant_age_30_39";"participant_age_40_49";"participant_age_50_59";"participant_age_60_over"
"J-2023-0273";"J-2023-0273-PG2";"Mænd";0;0;0;2;1;0;1
"J-2023-0274";"J-2023-0274-PG1";"Mænd";0;1;0;0;2;1;1
"J-2023-0275";"J-2023-0275-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0276";"J-2023-0276-PG1";"Mænd";0;0;0;0;3;0;0
"J-2023-0276";"J-2023-0276-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2023-0277";"J-2023-0277-PG1";"Mænd";0;0;0;0;0;3;1
"J-2023-0278";"J-2023-0278-PG1";"Mænd";0;0;0;2;0;0;0
"J-2023-0279";"J-2023-0279-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2023-0280";"J-2023-0280-PG1";"Mænd";0;0;0;6;0;0;0
"J-2023-0281";"J-2023-0281-PG1";"Kvinder";0;0;0;0;4;0;0
"J-2023-0282";"J-2023-0282-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0283";"J-2023-0283-PG1";"Mænd";0;0;0;0;0;3;1
"J-2023-0283";"J-2023-0283-PG2";"Kvinder";0;0;0;0;0;1;0
"J-2023-0284";"J-2023-0284-PG1";"Kvinder";0;0;0;0;0;1;0
"J-2023-0285";"J-2023-0285-PG1";"Mænd";0;0;0;5;0;0;0
"J-2023-0286";"J-2023-0286-PG1";"Kvinder";0;0;1;0;0;0;0
"J-2023-0286";"J-2023-0286-PG2";"Mænd";0;0;3;2;0;0;0
"J-2023-0287";"J-2023-0287-PG1";"Mænd";0;0;0;0;0;3;0
"J-2023-0288";"J-2023-0288-PG1";"Ønsker ikke at besvare";0;0;0;3;0;0;0
"J-2023-0289";"J-2023-0289-PG1";"Mænd";0;0;0;0;0;2;0
"J-2023-0289";"J-2023-0289-PG2";"Kvinder";0;0;0;0;0;1;0
"J-2023-0290";"J-2023-0290-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2023-0290";"J-2023-0290-PG2";"Mænd";0;0;0;2;0;0;0
"J-2023-0291";"J-2023-0291-PG1";"Mænd";0;0;1;3;0;0;0
"J-2023-0291";"J-2023-0291-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2023-0292";"J-2023-0292-PG1";"Mænd";0;0;1;1;0;2;0
"J-2023-0293";"J-2023-0293-PG1";"Mænd";0;0;2;1;0;0;0
"J-2023-0294";"J-2023-0294-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0294";"J-2023-0294-PG2";"Mænd";0;0;2;0;0;0;0
"J-2023-0294";"J-2023-0294-PG3";"Kvinder";0;0;1;0;0;0;0
"J-2023-0295";"J-2023-0295-PG1";"Mænd";0;0;0;3;0;0;0
"J-2023-0296";"J-2023-0296-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2023-0296";"J-2023-0296-PG2";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2023-0297";"J-2023-0297-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0297";"J-2023-0297-PG2";"Kvinder";0;0;0;1;0;1;0
"J-2023-0298";"J-2023-0298-PG1";"Mænd";0;0;0;0;0;2;0
"J-2023-0298";"J-2023-0298-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2023-0299";"J-2023-0299-PG1";"Mænd";0;0;0;0;0;2;0
"J-2023-0299";"J-2023-0299-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2023-0300";"J-2023-0300-PG1";"Mænd";0;0;0;2;0;0;0
"J-2023-0300";"J-2023-0300-PG2";"Kvinder";0;0;0;1;1;0;0
"J-2023-0301";"J-2023-0301-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0302";"J-2023-0302-PG1";"Mænd";0;0;0;0;0;3;1
"J-2023-0302";"J-2023-0302-PG2";"Kvinder";0;0;0;0;0;0;1
"J-2023-0303";"J-2023-0303-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0303";"J-2023-0303-PG2";"Kvinder";0;0;0;0;1;0;1
"J-2023-0304";"J-2023-0304-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0304";"J-2023-0304-PG2";"Kvinder";0;0;0;0;1;0;1
"J-2023-0305";"J-2023-0305-PG1";"Mænd";0;0;0;2;0;0;0
"J-2023-0306";"J-2023-0306-PG1";"Mænd";0;0;0;0;0;3;0
"J-2023-0307";"J-2023-0307-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0308";"J-2023-0308-PG1";"Mænd";0;5;5;0;0;0;0
"J-2023-0308";"J-2023-0308-PG2";"Kvinder";0;5;5;0;0;0;0
"J-2023-0309";"J-2023-0309-PG1";"Mænd";0;0;0;0;0;1;0
"J-2023-0309";"J-2023-0309-PG2";"Mænd";0;0;0;0;0;1;0
"J-2023-0309";"J-2023-0309-PG3";"Mænd";0;0;0;0;0;1;0
"J-2023-0309";"J-2023-0309-PG4";"Kvinder";0;0;0;0;0;0;1
"J-2023-0310";"J-2023-0310-PG1";"Mænd";0;0;1;3;1;0;0
"J-2023-0310";"J-2023-0310-PG2";"Kvinder";0;0;1;0;0;1;0
"J-2023-0311";"J-2023-0311-PG1";"Mænd";0;0;0;1;0;4;1
"J-2023-0311";"J-2023-0311-PG2";"Kvinder";0;0;0;1;3;0;0
"J-2023-0312";"J-2023-0312-PG1";"Mænd";0;0;0;0;2;0;0
"J-2023-0313";"J-2023-0313-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0314";"J-2023-0314-PG1";"Kvinder";0;4;0;0;0;0;0
"J-2023-0314";"J-2023-0314-PG2";"Mænd";0;3;0;0;0;0;0
"J-2023-0315";"J-2023-0315-PG1";"Mænd";0;0;0;5;0;0;0
"J-2023-0316";"J-2023-0316-PG1";"Non-binær";0;0;1;1;0;0;0
"J-2023-0316";"J-2023-0316-PG2";"Kvinder";0;0;6;2;0;0;0
"J-2023-0316";"J-2023-0316-PG3";"Kvinder";0;0;4;0;0;0;0
"J-2023-0317";"J-2023-0317-PG1";"Mænd";0;0;2;3;0;0;0
"J-2023-0317";"J-2023-0317-PG2";"Kvinder";0;0;2;1;0;0;0
"J-2023-0318";"J-2023-0318-PG1";"Mænd";0;0;1;0;0;0;0
"J-2023-0318";"J-2023-0318-PG2";"Kvinder";0;0;1;0;0;0;0
"J-2023-0318";"J-2023-0318-PG3";"Mænd";0;0;1;0;0;0;0
"J-2023-0319";"J-2023-0319-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0319";"J-2023-0319-PG2";"Kvinder";0;0;0;1;1;0;0
"J-2023-0320";"J-2023-0320-PG1";"Mænd";0;1;3;0;0;0;0
"J-2023-0321";"J-2023-0321-PG1";"Mænd";0;0;0;0;0;3;0
"J-2023-0322";"J-2023-0322-PG1";"Mænd";0;0;0;1;0;0;0
"J-2023-0323";"J-2023-0323-PG1";"Mænd";0;0;0;1;1;1;0
"J-2023-0323";"J-2023-0323-PG2";"Kvinder";0;0;1;0;0;0;0
"J-2023-0324";"J-2023-0324-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0324";"J-2023-0324-PG2";"Mænd";0;0;0;1;0;0;0
"J-2023-0325";"J-2023-0325-PG1";"Mænd";0;0;0;0;1;0;0
"J-2023-0325";"J-2023-0325-PG2";"Kvinder";0;0;0;0;0;0;1
"J-2023-0326";"J-2023-0326-PG1";"Mænd";0;4;0;0;0;0;0
"J-2024-0001";"J-2024-0001-PG1";"Mænd";0;0;0;0;0;0;1
"J-2024-0001";"J-2024-0001-PG2";"Kvinder";0;0;0;0;0;0;1
"J-2024-0001";"J-2024-0001-PG3";"Kvinder";0;0;0;0;0;1;0
"J-2024-0002";"J-2024-0002-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0002";"J-2024-0002-PG2";"Mænd";0;0;0;1;0;0;0
"J-2024-0002";"J-2024-0002-PG3";"Mænd";0;0;1;0;0;0;0
"J-2024-0003";"J-2024-0003-PG1";"Mænd";0;0;0;1;0;1;1
"J-2024-0004";"J-2024-0004-PG1";"Ønsker ikke at besvare";0;0;0;1;2;1;0
"J-2024-0005";"J-2024-0005-PG1";"Mænd";0;0;0;0;2;1;1
"J-2024-0006";"J-2024-0006-PG1";"Mænd";0;0;1;0;3;0;2
"J-2024-0007";"J-2024-0007-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0008";"J-2024-0008-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0008";"J-2024-0008-PG2";"Mænd";0;0;0;2;1;0;1
"J-2024-0008";"J-2024-0008-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0009";"J-2024-0009-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0010";"J-2024-0010-PG1";"Mænd";0;0;0;0;2;0;0
"J-2024-0010";"J-2024-0010-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0011";"J-2024-0011-PG1";"Kvinder";0;2;0;0;0;1;0
"J-2024-0011";"J-2024-0011-PG2";"Mænd";0;2;0;0;0;0;0
"J-2024-0012";"J-2024-0012-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0013";"J-2024-0013-PG1";"Mænd";0;2;4;5;4;4;0
"J-2024-0013";"J-2024-0013-PG2";"Kvinder";0;0;1;2;0;0;0
"J-2024-0014";"J-2024-0014-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0014";"J-2024-0014-PG2";"Mænd";0;0;0;2;1;1;0
"J-2024-0015";"J-2024-0015-PG1";"Mænd";0;0;0;0;2;5;0
"J-2024-0016";"J-2024-0016-PG1";"Mænd";0;0;0;0;2;0;0
"J-2024-0016";"J-2024-0016-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0017";"J-2024-0017-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0018";"J-2024-0018-PG1";"Mænd";0;0;0;0;0;1;0
"J-2024-0018";"J-2024-0018-PG2";"Mænd";0;0;0;0;2;0;0
"J-2024-0018";"J-2024-0018-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0019";"J-2024-0019-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0019";"J-2024-0019-PG2";"Mænd";0;0;0;1;0;0;1
"J-2024-0020";"J-2024-0020-PG1";"Mænd";0;0;0;3;3;3;0
"J-2024-0020";"J-2024-0020-PG2";"Kvinder";0;0;3;5;7;3;0
"J-2024-0021";"J-2024-0021-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0022";"J-2024-0022-PG1";"Mænd";0;0;0;0;4;0;0
"J-2024-0023";"J-2024-0023-PG1";"Mænd";0;0;0;2;2;0;0
"J-2024-0024";"J-2024-0024-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0024";"J-2024-0024-PG2";"Kvinder";0;0;2;0;0;0;0
"J-2024-0025";"J-2024-0025-PG1";"Mænd";0;0;1;0;1;1;2
"J-2024-0025";"J-2024-0025-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0026";"J-2024-0026-PG3";"Mænd";0;0;2;0;0;1;1
"J-2024-0027";"J-2024-0027-PG1";"Mænd";0;0;0;0;3;0;0
"J-2024-0028";"J-2024-0028-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0029";"J-2024-0029-PG1";"Mænd";0;1;1;0;0;0;0
"J-2024-0030";"J-2024-0030-PG1";"Mænd";0;0;0;0;2;1;0
"J-2024-0031";"J-2024-0031-PG1";"Mænd";0;0;0;0;0;1;0
"J-2024-0031";"J-2024-0031-PG2";"Mænd";0;0;0;0;2;0;0
"J-2024-0031";"J-2024-0031-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0032";"J-2024-0032-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0032";"J-2024-0032-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0033";"J-2024-0033-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0033";"J-2024-0033-PG2";"Mænd";0;0;0;1;0;0;0
"J-2024-0033";"J-2024-0033-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0034";"J-2024-0034-PG1";"Mænd";0;0;3;1;0;0;0
"J-2024-0035";"J-2024-0035-PG1";"Mænd";0;0;1;1;0;1;1
"J-2024-0036";"J-2024-0036-PG1";"Mænd";0;0;0;0;0;1;0
"J-2024-0037";"J-2024-0037-PG1";"Mænd";0;0;0;0;2;1;0
"J-2024-0038";"J-2024-0038-PG1";"Mænd";0;0;0;0;0;1;0
"J-2024-0038";"J-2024-0038-PG2";"Kvinder";0;0;0;4;0;0;0
"J-2024-0039";"J-2024-0039-PG1";"Mænd";0;0;0;0;0;5;0
"J-2024-0040";"J-2024-0040-PG1";"Mænd";0;0;0;0;2;0;1
"J-2024-0040";"J-2024-0040-PG2";"Kvinder";0;0;0;0;0;1;0
"J-2024-0041";"J-2024-0041-PG1";"Mænd";0;4;1;0;0;0;0
"J-2024-0042";"J-2024-0042-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0043";"J-2024-0043-PG1";"Mænd";0;0;0;2;0;0;1
"J-2024-0044";"J-2024-0044-PG1";"Mænd";0;0;0;2;1;0;1
"J-2024-0046";"J-2024-0046-PG1";"Mænd";0;0;0;3;2;0;0
"J-2024-0047";"J-2024-0047-PG1";"Mænd";0;0;0;3;2;0;0
"J-2024-0048";"J-2024-0048-PG1";"Mænd";0;0;0;3;2;0;0
"J-2024-0049";"J-2024-0049-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0050";"J-2024-0050-PG1";"Mænd";0;0;2;2;1;0;0
"J-2024-0051";"J-2024-0051-PG1";"Mænd";0;0;0;1;1;0;0
"J-2024-0051";"J-2024-0051-PG2";"Kvinder";0;0;0;0;2;0;0
"J-2024-0052";"J-2024-0052-PG1";"Mænd";0;0;0;0;0;4;0
"J-2024-0053";"J-2024-0053-PG1";"Mænd";0;0;0;0;0;1;0
"J-2024-0053";"J-2024-0053-PG2";"Mænd";0;0;0;0;1;0;0
"J-2024-0053";"J-2024-0053-PG3";"Mænd";0;0;0;1;0;0;0
"J-2024-0053";"J-2024-0053-PG4";"Kvinder";0;1;0;0;0;0;0
"J-2024-0054";"J-2024-0054-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0054";"J-2024-0054-PG2";"Mænd";0;0;0;1;0;0;0
"J-2024-0054";"J-2024-0054-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0055";"J-2024-0055-PG1";"Mænd";0;0;0;6;1;0;0
"J-2024-0056";"J-2024-0056-PG1";"Mænd";0;1;0;1;1;1;1
"J-2024-0057";"J-2024-0057-PG1";"Mænd";0;1;1;1;1;0;1
"J-2024-0058";"J-2024-0058-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0058";"J-2024-0058-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0059";"J-2024-0059-PG1";"Mænd";0;0;3;1;1;0;0
"J-2024-0061";"J-2024-0061-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2024-0062";"J-2024-0062-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2024-0062";"J-2024-0062-PG2";"Mænd";0;0;1;0;0;0;0
"J-2024-0063";"J-2024-0063-PG1";"Mænd";0;0;0;0;0;1;1
"J-2024-0064";"J-2024-0064-PG1";"Mænd";0;0;1;4;0;0;0
"J-2024-0064";"J-2024-0064-PG2";"Kvinder";0;0;1;0;1;0;0
"J-2024-0065";"J-2024-0065-PG1";"Mænd";0;0;0;1;2;0;0
"J-2024-0065";"J-2024-0065-PG2";"Kvinder";0;0;0;1;1;0;0
"J-2024-0066";"J-2024-0066-PG1";"Mænd";0;1;3;0;0;0;0
"J-2024-0067";"J-2024-0067-PG1";"Mænd";0;0;0;0;4;0;0
"J-2024-0067";"J-2024-0067-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0068";"J-2024-0068-PG1";"Kvinder";0;0;0;1;0;0;0
"J-2024-0069";"J-2024-0069-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0069";"J-2024-0069-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0070";"J-2024-0070-PG1";"Mænd";0;0;0;0;2;2;0
"J-2024-0071";"J-2024-0071-PG1";"Mænd";0;0;0;0;1;1;1
"J-2024-0071";"J-2024-0071-PG2";"Kvinder";0;0;0;0;0;1;0
"J-2024-0072";"J-2024-0072-PG1";"Mænd";0;1;1;0;0;0;0
"J-2024-0072";"J-2024-0072-PG2";"Kvinder";0;0;1;0;0;0;0
"J-2024-0074";"J-2024-0074-PG1";"Ønsker ikke at besvare";0;0;0;1;0;0;0
"J-2024-0075";"J-2024-0075-PG1";"Mænd";0;0;2;0;1;1;0
"J-2024-0076";"J-2024-0076-PG1";"Mænd";0;0;0;0;0;0;3
"J-2024-0077";"J-2024-0077-PG1";"Kvinder";0;0;0;3;0;0;0
"J-2024-0077";"J-2024-0077-PG2";"Mænd";0;0;0;1;0;0;0
"J-2024-0077";"J-2024-0077-PG3";"Kvinder";0;0;1;0;0;0;0
"J-2024-0078";"J-2024-0078-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0079";"J-2024-0079-PG1";"Mænd";0;0;0;2;0;0;0
"J-2024-0079";"J-2024-0079-PG2";"Kvinder";0;0;1;0;0;0;0
"J-2024-0080";"J-2024-0080-PG1";"Mænd";0;0;0;6;0;0;0
"J-2024-0080";"J-2024-0080-PG2";"Mænd";0;0;1;0;0;0;0
"J-2024-0080";"J-2024-0080-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0080";"J-2024-0080-PG4";"Kvinder";0;0;2;0;0;0;0
"J-2024-0081";"J-2024-0081-PG1";"Kvinder";0;0;2;0;0;0;0
"J-2024-0081";"J-2024-0081-PG2";"Mænd";0;0;0;6;0;0;0
"J-2024-0082";"J-2024-0082-PG1";"Mænd";0;0;0;0;3;1;0
"J-2024-0083";"J-2024-0083-PG1";"Mænd";0;0;0;0;3;1;0
"J-2024-0084";"J-2024-0084-PG1";"Mænd";0;1;2;2;2;0;0
"J-2024-0084";"J-2024-0084-PG2";"Kvinder";0;1;2;3;2;0;0
"J-2024-0085";"J-2024-0085-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0086";"J-2024-0086-PG1";"Mænd";0;0;3;5;7;2;2
"J-2024-0086";"J-2024-0086-PG2";"Kvinder";0;0;3;7;4;1;1
"J-2024-0087";"J-2024-0087-PG1";"Mænd";0;0;0;2;0;0;0
"J-2024-0088";"J-2024-0088-PG1";"Mænd";0;0;1;0;0;0;1
"J-2024-0089";"J-2024-0089-PG1";"Mænd";0;0;0;0;1;3;1
"J-2024-0090";"J-2024-0090-PG1";"Mænd";0;0;0;2;0;0;0
"J-2024-0090";"J-2024-0090-PG2";"Mænd";0;0;3;0;0;0;0
"J-2024-0090";"J-2024-0090-PG3";"Kvinder";0;0;0;1;0;0;0
"J-2024-0090";"J-2024-0090-PG4";"Kvinder";0;0;2;0;0;0;0
"J-2024-0091";"J-2024-0091-PG1";"Mænd";0;0;0;4;0;0;0
"J-2024-0092";"J-2024-0092-PG1";"Mænd";0;0;0;0;2;1;0
"J-2024-0093";"J-2024-0093-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0094";"J-2024-0094-PG1";"Mænd";0;0;0;0;2;0;0
"J-2024-0095";"J-2024-0095-PG1";"Mænd";0;3;1;0;0;0;0
"J-2024-0096";"J-2024-0096-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0097";"J-2024-0097-PG1";"Mænd";0;0;0;2;2;0;0
"J-2024-0098";"J-2024-0098-PG1";"Mænd";0;0;0;1;3;0;1
"J-2024-0098";"J-2024-0098-PG2";"Kvinder";0;0;0;0;2;0;0
"J-2024-0099";"J-2024-0099-PG1";"Mænd";0;0;0;2;0;0;0
"J-2024-0100";"J-2024-0100-PG1";"Mænd";0;0;0;0;1;2;0
"J-2024-0101";"J-2024-0101-PG1";"Mænd";0;0;1;2;0;0;0
"J-2024-0102";"J-2024-0102-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2024-0102";"J-2024-0102-PG2";"Mænd";0;0;0;0;1;1;1
"J-2024-0103";"J-2024-0103-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0104";"J-2024-0104-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0104";"J-2024-0104-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0105";"J-2024-0105-PG1";"Kvinder";0;0;2;0;0;0;0
"J-2024-0106";"J-2024-0106-PG1";"Mænd";0;0;0;1;2;0;0
"J-2024-0106";"J-2024-0106-PG2";"Kvinder";0;0;0;1;1;0;0
"J-2024-0107";"J-2024-0107-PG1";"Mænd";0;0;0;0;0;0;1
"J-2024-0107";"J-2024-0107-PG2";"Mænd";0;0;0;0;0;1;0
"J-2024-0107";"J-2024-0107-PG3";"Kvinder";0;0;0;0;0;1;0
"J-2024-0108";"J-2024-0108-PG1";"Kvinder";0;0;0;4;1;1;0
"J-2024-0109";"J-2024-0109-PG1";"Mænd";0;0;0;0;0;0;0
"J-2024-0109";"J-2024-0109-PG2";"Mænd";0;0;0;0;0;0;0
"J-2024-0109";"J-2024-0109-PG3";"Mænd";0;0;0;1;0;0;0
"J-2024-0110";"J-2024-0110-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0111";"J-2024-0111-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0112";"J-2024-0112-PG1";"Mænd";0;0;0;1;1;0;2
"J-2024-0113";"J-2024-0113-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0114";"J-2024-0114-PG1";"Ønsker ikke at besvare";0;0;0;0;0;0;0
"J-2024-0115";"J-2024-0115-PG1";"Kvinder";0;1;0;0;0;0;0
"J-2024-0116";"J-2024-0116-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0117";"J-2024-0117-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0117";"J-2024-0117-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0118";"J-2024-0118-PG1";"Mænd";0;0;0;1;1;1;0
"J-2024-0119";"J-2024-0119-PG1";"Non-binær";0;0;1;0;0;0;0
"J-2024-0119";"J-2024-0119-PG2";"Mænd";0;1;1;0;0;0;1
"J-2024-0119";"J-2024-0119-PG3";"Kvinder";0;0;1;0;0;0;0
"J-2024-0120";"J-2024-0120-PG1";"Mænd";0;0;0;4;0;0;0
"J-2024-0120";"J-2024-0120-PG2";"Kvinder";0;0;1;1;0;0;0
"J-2024-0121";"J-2024-0121-PG1";"Mænd";0;0;0;1;0;0;0
"J-2024-0121";"J-2024-0121-PG2";"Mænd";0;0;0;1;0;0;0
"J-2024-0122";"J-2024-0122-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0123";"J-2024-0123-PG1";"Mænd";0;0;0;3;0;0;0
"J-2024-0124";"J-2024-0124-PG1";"Mænd";0;0;0;0;2;2;2
"J-2024-0125";"J-2024-0125-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0126";"J-2024-0126-PG1";"Mænd";0;0;0;0;8;0;0
"J-2024-0127";"J-2024-0127-PG1";"Mænd";0;0;0;0;3;0;0
"J-2024-0128";"J-2024-0128-PG1";"Mænd";0;0;0;1;0;3;0
"J-2024-0129";"J-2024-0129-PG1";"Mænd";0;0;0;0;0;1;0
"J-2024-0129";"J-2024-0129-PG2";"Kvinder";0;0;0;0;0;2;0
"J-2024-0130";"J-2024-0130-PG1";"Mænd";0;0;0;1;4;0;0
"J-2024-0131";"J-2024-0131-PG1";"Mænd";0;2;1;0;0;0;0
"J-2024-0132";"J-2024-0132-PG1";"Non-binær";0;0;0;0;0;0;0
"J-2024-0132";"J-2024-0132-PG2";"Kvinder";0;0;0;0;0;0;0
"J-2024-0132";"J-2024-0132-PG3";"Mænd";0;0;0;1;2;0;1
"J-2024-0133";"J-2024-0133-PG1";"Mænd";0;0;0;0;0;3;0
"J-2024-0134";"J-2024-0134-PG1";"Mænd";0;0;0;0;1;3;0
"J-2024-0135";"J-2024-0135-PG1";"Mænd";0;0;0;11;0;0;0
"J-2024-0135";"J-2024-0135-PG2";"Kvinder";0;0;0;5;0;0;0
"J-2024-0136";"J-2024-0136-PG1";"Mænd";0;0;0;2;0;1;1
"J-2024-0136";"J-2024-0136-PG2";"Kvinder";0;0;0;0;0;1;1
"J-2024-0137";"J-2024-0137-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0138";"J-2024-0138-PG1";"Mænd";0;0;0;0;0;1;0
"J-2024-0139";"J-2024-0139-PG1";"Ønsker ikke at besvare";0;0;1;1;1;0;2
"J-2024-0140";"J-2024-0140-PG1";"Mænd";0;0;0;0;0;3;0
"J-2024-0141";"J-2024-0141-PG1";"Mænd";0;0;2;0;0;1;1
"J-2024-0142";"J-2024-0142-PG1";"Mænd";0;0;0;0;2;2;0
"J-2024-0143";"J-2024-0143-PG1";"Mænd";0;0;0;1;2;2;0
"J-2024-0144";"J-2024-0144-PG1";"Mænd";0;0;1;0;0;0;0
"J-2024-0145";"J-2024-0145-PG1";"Mænd";0;1;3;0;0;0;0
"J-2024-0146";"J-2024-0146-PG1";"Mænd";0;0;0;2;1;0;0
"J-2024-0147";"J-2024-0147-PG1";"Mænd";0;0;0;3;1;0;0
"J-2024-0148";"J-2024-0148-PG1";"Mænd";0;0;0;2;1;0;0
"J-2024-0148";"J-2024-0148-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0149";"J-2024-0149-PG1";"Mænd";0;0;0;0;0;0;1
"J-2024-0149";"J-2024-0149-PG2";"Ønsker ikke at besvare";0;0;0;1;0;0;0
"J-2024-0150";"J-2024-0150-PG1";"Mænd";0;0;0;1;2;1;0
"J-2024-0151";"J-2024-0151-PG1";"Kvinder";6;1;0;0;0;0;0
"J-2024-0152";"J-2024-0152-PG1";"Mænd";0;0;0;1;1;0;1
"J-2024-0153";"J-2024-0153-PG1";"Mænd";0;0;1;0;1;1;1
"J-2024-0154";"J-2024-0154-PG1";"Mænd";0;0;0;0;2;4;1
"J-2024-0154";"J-2024-0154-PG2";"Kvinder";0;0;0;0;1;0;0
"J-2024-0155";"J-2024-0155-PG1";"Mænd";0;0;3;1;0;0;0
"J-2024-0155";"J-2024-0155-PG2";"Kvinder";0;0;3;0;0;0;0
"J-2024-0156";"J-2024-0156-PG1";"Mænd";0;0;0;0;2;2;0
"J-2024-0156";"J-2024-0156-PG2";"Kvinder";0;0;0;0;1;1;0
"J-2024-0157";"J-2024-0157-PG1";"Kvinder";0;0;0;1;1;1;0
"J-2024-0157";"J-2024-0157-PG2";"Mænd";0;0;0;0;4;7;3
"J-2024-0158";"J-2024-0158-PG1";"Mænd";0;0;0;0;1;0;0
"J-2024-0158";"J-2024-0158-PG2";"Mænd";0;0;1;0;0;0;0
"J-2024-0158";"J-2024-0158-PG3";"Mænd";0;0;0;1;0;0;0
"J-2024-0158";"J-2024-0158-PG4";"Kvinder";0;0;1;0;0;0;0
"J-2024-0159";"J-2024-0159-PG1";"Kvinder";0;0;0;0;1;0;0
"J-2024-0159";"J-2024-0159-PG2";"Mænd";0;0;0;0;2;0;0
"J-2024-0160";"J-2024-0160-PG1";"Mænd";0;0;0;2;0;0;1
"J-2024-0160";"J-2024-0160-PG2";"Kvinder";0;0;0;1;0;0;0
"J-2024-0161";"J-2024-0161-PG1";"Mænd";0;0;0;0;3;0;0
"J-2024-0161";"J-2024-0161-PG2";"Kvinder";0;1;0;0;0;0;0
"J-2024-0162";"J-2024-0162-PG1";"Mænd";0;0;1;1;0;0;0
